brats_name,ED,TC,ET,WT
BraTS-GLI-00149-000_AUCseg_cc.nii.gz,0.0268,0,0.009,0.1219
BraTS-GLI-00149-000_AUCseg_t2.nii.gz,0.0242,0.0021,0.009,0.1226
BraTS-GLI-01254-000_AUCseg_cc.nii.gz,0.0001,0.1008,0.6257,0.6881
BraTS-GLI-01254-000_AUCseg_t2.nii.gz,0.0002,0.7504,0.6257,0.6877
BraTS-GLI-00193-000_AUCseg_cc.nii.gz,0.7428,0.2228,0.8517,0.8796
BraTS-GLI-00193-000_AUCseg_t2.nii.gz,0.7375,0.4724,0.8517,0.8796
BraTS-GLI-01092-000_AUCseg_cc.nii.gz,0.233,0.9573,0.9215,0.6277
BraTS-GLI-01092-000_AUCseg_t2.nii.gz,0.191,0.7184,0.9215,0.6277
BraTS-GLI-01340-000_AUCseg_cc.nii.gz,0.8097,0.9145,0.8937,0.8573
BraTS-GLI-01340-000_AUCseg_t2.nii.gz,0.69,0.2334,0.8937,0.8573
BraTS-GLI-01133-000_AUCseg_cc.nii.gz,0.775,0.1934,0.5277,0.8228
BraTS-GLI-01133-000_AUCseg_t2.nii.gz,0.6882,0.1299,0.5277,0.8228
BraTS-GLI-00227-000_AUCseg_cc.nii.gz,0.5789,0,0.4724,0.6615
BraTS-GLI-00227-000_AUCseg_t2.nii.gz,0.5907,0.1866,0.4724,0.6615
BraTS-GLI-01276-000_AUCseg_cc.nii.gz,0.0864,0.0513,0.5049,0.2679
BraTS-GLI-01276-000_AUCseg_t2.nii.gz,0.0904,0.2596,0.5049,0.2679
BraTS-GLI-01360-000_AUCseg_cc.nii.gz,0.8169,0.8923,0.9124,0.9193
BraTS-GLI-01360-000_AUCseg_t2.nii.gz,0.6662,0.5344,0.9124,0.9065
BraTS-GLI-00554-000_AUCseg_cc.nii.gz,0.7553,0.0019,0.7181,0.8964
BraTS-GLI-00554-000_AUCseg_t2.nii.gz,0.7366,0.5971,0.7181,0.8964
BraTS-GLI-01064-000_AUCseg_cc.nii.gz,0.3636,0,0.0207,0.3724
BraTS-GLI-01064-000_AUCseg_t2.nii.gz,0.3973,0.0173,0.0207,0.3724
BraTS-GLI-00388-000_AUCseg_cc.nii.gz,0.7164,0,0.5444,0.8789
BraTS-GLI-00388-000_AUCseg_t2.nii.gz,0.7767,0.7081,0.5444,0.8787
BraTS-GLI-00506-000_AUCseg_cc.nii.gz,0,0,0.5119,0.8944
BraTS-GLI-00506-000_AUCseg_t2.nii.gz,0,0.8504,0.5119,0.8944
BraTS-GLI-01483-000_AUCseg_cc.nii.gz,0.0398,0.0101,0,0.7399
BraTS-GLI-01483-000_AUCseg_t2.nii.gz,0.0288,0.1719,0,0.7396
BraTS-GLI-01022-000_AUCseg_cc.nii.gz,0.8452,0.0436,0.743,0.8536
BraTS-GLI-01022-000_AUCseg_t2.nii.gz,0.5508,0.0283,0.743,0.8536
BraTS-GLI-01397-000_AUCseg_cc.nii.gz,0.7983,0.0251,0.83,0.8874
BraTS-GLI-01397-000_AUCseg_t2.nii.gz,0.6299,0.0815,0.83,0.8873
BraTS-GLI-01514-000_AUCseg_cc.nii.gz,0.073,0.0272,0.0328,0.7961
BraTS-GLI-01514-000_AUCseg_t2.nii.gz,0.0553,0.4601,0.0328,0.7965
BraTS-GLI-00538-000_AUCseg_cc.nii.gz,0.6075,0.0284,0.6347,0.6581
BraTS-GLI-00538-000_AUCseg_t2.nii.gz,0.2242,0.1221,0.6347,0.6581
BraTS-GLI-00718-000_AUCseg_cc.nii.gz,0.3844,0.0073,0.361,0.4448
BraTS-GLI-00718-000_AUCseg_t2.nii.gz,0.118,0.1081,0.361,0.4449
BraTS-GLI-00775-001_AUCseg_cc.nii.gz,0.1239,0.5834,0.2703,0.1514
BraTS-GLI-00775-001_AUCseg_t2.nii.gz,0.1355,0.0035,0.2703,0.1514
BraTS-GLI-00587-000_AUCseg_cc.nii.gz,0.3697,0.0045,0.5423,0.8003
BraTS-GLI-00587-000_AUCseg_t2.nii.gz,0.5002,0.7405,0.5423,0.8003
BraTS-GLI-00088-001_AUCseg_cc.nii.gz,0.6594,0,0.6536,0.7658
BraTS-GLI-00088-001_AUCseg_t2.nii.gz,0.6625,0.1534,0.6536,0.7658
BraTS-GLI-00537-000_AUCseg_cc.nii.gz,0.1521,0,0.128,0.1554
BraTS-GLI-00537-000_AUCseg_t2.nii.gz,0.1212,0.0008,0.128,0.1552
BraTS-GLI-00715-001_AUCseg_cc.nii.gz,0.8879,0,0.8468,0.9175
BraTS-GLI-00715-001_AUCseg_t2.nii.gz,0.6384,0.0108,0.8468,0.8968
BraTS-GLI-00674-001_AUCseg_cc.nii.gz,0.8344,0.8509,0.8283,0.8762
BraTS-GLI-00674-001_AUCseg_t2.nii.gz,0.6718,0.2756,0.8283,0.8763
BraTS-GLI-01312-000_AUCseg_cc.nii.gz,0.8225,0.8543,0.8195,0.8813
BraTS-GLI-01312-000_AUCseg_t2.nii.gz,0.5379,0.1663,0.8195,0.8813
BraTS-GLI-00651-000_AUCseg_cc.nii.gz,0,0,0,0
BraTS-GLI-00651-000_AUCseg_t2.nii.gz,0,0,0,0
BraTS-GLI-00760-000_AUCseg_cc.nii.gz,0.2524,0.0147,0.4018,0.3954
BraTS-GLI-00760-000_AUCseg_t2.nii.gz,0.1393,0.4668,0.4018,0.395
BraTS-GLI-01050-000_AUCseg_cc.nii.gz,0.3355,0.01,0.5679,0.3997
BraTS-GLI-01050-000_AUCseg_t2.nii.gz,0.3885,0.0036,0.5679,0.3997
BraTS-GLI-01068-000_AUCseg_cc.nii.gz,0.7672,0.8524,0.564,0.7941
BraTS-GLI-01068-000_AUCseg_t2.nii.gz,0.3866,0.2297,0.564,0.7941
BraTS-GLI-01329-000_AUCseg_cc.nii.gz,0.0001,0.2808,0.6251,0.6469
BraTS-GLI-01329-000_AUCseg_t2.nii.gz,0.0001,0.6024,0.6251,0.9529
BraTS-GLI-01125-000_AUCseg_cc.nii.gz,0.8401,0.0676,0.7271,0.8687
BraTS-GLI-01125-000_AUCseg_t2.nii.gz,0.5942,0.2169,0.7271,0.8664
BraTS-GLI-00589-000_AUCseg_cc.nii.gz,0.3887,0.0025,0.5465,0.6782
BraTS-GLI-00589-000_AUCseg_t2.nii.gz,0.4053,0.3941,0.5465,0.6782
BraTS-GLI-00777-001_AUCseg_cc.nii.gz,0.8549,0.0013,0.6111,0.8469
BraTS-GLI-00777-001_AUCseg_t2.nii.gz,0.5536,0.192,0.6111,0.8469
BraTS-GLI-00570-000_AUCseg_cc.nii.gz,0.0133,0,0.0381,0.3042
BraTS-GLI-00570-000_AUCseg_t2.nii.gz,0.0126,0.1384,0.0381,0.3049
BraTS-GLI-00750-000_AUCseg_cc.nii.gz,0.175,0,0.6253,0.2513
BraTS-GLI-00750-000_AUCseg_t2.nii.gz,0.0993,0.1578,0.6253,0.2513
BraTS-GLI-00284-000_AUCseg_cc.nii.gz,0.236,0,0.0859,0.2277
BraTS-GLI-00284-000_AUCseg_t2.nii.gz,0.2628,0,0.0859,0.2277
BraTS-GLI-00758-000_AUCseg_cc.nii.gz,0,0,0,0
BraTS-GLI-00758-000_AUCseg_t2.nii.gz,0,0,0,0
BraTS-GLI-01494-000_AUCseg_cc.nii.gz,0.3835,0,0,0.8235
BraTS-GLI-01494-000_AUCseg_t2.nii.gz,0.2081,0.6448,0,0.8232
BraTS-GLI-01310-000_AUCseg_cc.nii.gz,0.1453,0,0.2129,0.1658
BraTS-GLI-01310-000_AUCseg_t2.nii.gz,0.1318,0.0067,0.2129,0.1658
BraTS-GLI-01058-000_AUCseg_cc.nii.gz,0.5901,0.11,0.7057,0.8532
BraTS-GLI-01058-000_AUCseg_t2.nii.gz,0.6672,0.657,0.7057,0.8532
BraTS-GLI-01332-000_AUCseg_cc.nii.gz,0.7828,0.0342,0.8483,0.8861
BraTS-GLI-01332-000_AUCseg_t2.nii.gz,0.4641,0.1969,0.8483,0.8861
BraTS-GLI-00836-000_AUCseg_cc.nii.gz,0.6623,0,0.8036,0.8983
BraTS-GLI-00836-000_AUCseg_t2.nii.gz,0.6162,0.2037,0.8036,0.8983
BraTS-GLI-01477-000_AUCseg_cc.nii.gz,0.4076,0.012,0,0.9319
BraTS-GLI-01477-000_AUCseg_t2.nii.gz,0.2894,0.7682,0,0.9322
BraTS-GLI-01141-000_AUCseg_cc.nii.gz,0.8616,0.5784,0.8655,0.9197
BraTS-GLI-01141-000_AUCseg_t2.nii.gz,0.4206,0.2047,0.8655,0.9193
BraTS-GLI-00676-001_AUCseg_cc.nii.gz,0.1404,0.0144,0.6715,0.3066
BraTS-GLI-00676-001_AUCseg_t2.nii.gz,0.1563,0.3281,0.6715,0.3066
BraTS-GLI-00237-000_AUCseg_cc.nii.gz,0.8149,0.8556,0.8038,0.8986
BraTS-GLI-00237-000_AUCseg_t2.nii.gz,0.793,0.4715,0.8038,0.8986
BraTS-GLI-00649-000_AUCseg_cc.nii.gz,0.1906,0.0045,0.4633,0.3318
BraTS-GLI-00649-000_AUCseg_t2.nii.gz,0.1941,0.3309,0.4633,0.3318
BraTS-GLI-00494-000_AUCseg_cc.nii.gz,0.3687,0.004,0.4438,0.4557
BraTS-GLI-00494-000_AUCseg_t2.nii.gz,0.2092,0.2723,0.4438,0.4556
BraTS-GLI-00328-000_AUCseg_cc.nii.gz,0.7482,0.4855,0.7922,0.8594
BraTS-GLI-00328-000_AUCseg_t2.nii.gz,0.6821,0.3611,0.7922,0.8596
BraTS-GLI-00099-000_AUCseg_cc.nii.gz,0.6973,0,0.5478,0.8206
BraTS-GLI-00099-000_AUCseg_t2.nii.gz,0.7314,0.8127,0.5478,0.8206
BraTS-GLI-00593-000_AUCseg_cc.nii.gz,0.5447,0.0725,0.728,0.9318
BraTS-GLI-00593-000_AUCseg_t2.nii.gz,0.4997,0.5617,0.728,0.9318
BraTS-GLI-01132-000_AUCseg_cc.nii.gz,0.7554,0.9483,0.7736,0.7793
BraTS-GLI-01132-000_AUCseg_t2.nii.gz,0.7307,0.197,0.7736,0.7793
BraTS-GLI-01194-000_AUCseg_cc.nii.gz,0.0704,0.0013,0.5676,0.6596
BraTS-GLI-01194-000_AUCseg_t2.nii.gz,0.081,0.5194,0.5676,0.6596
BraTS-GLI-00107-000_AUCseg_cc.nii.gz,0.8915,0,0.7373,0.9255
BraTS-GLI-00107-000_AUCseg_t2.nii.gz,0.6027,0.083,0.7373,0.9255
BraTS-GLI-00097-000_AUCseg_cc.nii.gz,0.8062,0.9267,0.8902,0.9285
BraTS-GLI-00097-000_AUCseg_t2.nii.gz,0.6519,0.6295,0.8902,0.9285
BraTS-GLI-00656-000_AUCseg_cc.nii.gz,0.7201,0.2012,0.1385,0.8101
BraTS-GLI-00656-000_AUCseg_t2.nii.gz,0.3504,0.0269,0.1385,0.8103
BraTS-GLI-00016-001_AUCseg_cc.nii.gz,0.6896,0.0642,0.859,0.8279
BraTS-GLI-00016-001_AUCseg_t2.nii.gz,0.5921,0.0662,0.859,0.8279
BraTS-GLI-00685-001_AUCseg_cc.nii.gz,0.5089,0.0329,0.7562,0.6769
BraTS-GLI-00685-001_AUCseg_t2.nii.gz,0.546,0.8546,0.7562,0.6769
BraTS-GLI-01435-000_AUCseg_cc.nii.gz,0.1233,0.0032,0,0.881
BraTS-GLI-01435-000_AUCseg_t2.nii.gz,0.0944,0.808,0,0.881
BraTS-GLI-01369-000_AUCseg_cc.nii.gz,0.759,0,0.4993,0.8006
BraTS-GLI-01369-000_AUCseg_t2.nii.gz,0.7019,0.1,0.4993,0.8006
BraTS-GLI-00533-000_AUCseg_cc.nii.gz,0.6355,0.0321,0.7354,0.8537
BraTS-GLI-00533-000_AUCseg_t2.nii.gz,0.52,0.4589,0.7354,0.8502
BraTS-GLI-00571-000_AUCseg_cc.nii.gz,0.691,0,0.7373,0.9
BraTS-GLI-00571-000_AUCseg_t2.nii.gz,0.7595,0.7691,0.7373,0.9001
BraTS-GLI-01080-000_AUCseg_cc.nii.gz,0.5942,0,0.7386,0.7837
BraTS-GLI-01080-000_AUCseg_t2.nii.gz,0.5369,0.3585,0.7386,0.7837
BraTS-GLI-01395-000_AUCseg_cc.nii.gz,0.0256,0,0.0456,0.2092
BraTS-GLI-01395-000_AUCseg_t2.nii.gz,0.0303,0,0.0456,0.21
BraTS-GLI-00624-000_AUCseg_cc.nii.gz,0.1534,0.0078,0.2481,0.2373
BraTS-GLI-00624-000_AUCseg_t2.nii.gz,0.1643,0.1732,0.2481,0.2373
BraTS-GLI-00353-000_AUCseg_cc.nii.gz,0.7867,0.775,0.9433,0.9171
BraTS-GLI-00353-000_AUCseg_t2.nii.gz,0.3862,0.4407,0.9433,0.9173
BraTS-GLI-00062-000_AUCseg_cc.nii.gz,0.9339,0.1841,0.5674,0.9337
BraTS-GLI-00062-000_AUCseg_t2.nii.gz,0.4212,0.002,0.5674,0.9337
BraTS-GLI-00746-000_AUCseg_cc.nii.gz,0.0341,0,0.4132,0.0981
BraTS-GLI-00746-000_AUCseg_t2.nii.gz,0.0298,0.0521,0.4132,0.0981
BraTS-GLI-01306-000_AUCseg_cc.nii.gz,0.8298,0,0.6369,0.8671
BraTS-GLI-01306-000_AUCseg_t2.nii.gz,0.518,0.001,0.6369,0.8674
BraTS-GLI-00689-001_AUCseg_cc.nii.gz,0.6198,0.0009,0.5816,0.878
BraTS-GLI-00689-001_AUCseg_t2.nii.gz,0.7253,0.617,0.5816,0.878
BraTS-GLI-00709-000_AUCseg_cc.nii.gz,0.8791,0.5255,0.7033,0.9145
BraTS-GLI-00709-000_AUCseg_t2.nii.gz,0.4617,0.0641,0.7033,0.9144
BraTS-GLI-01358-000_AUCseg_cc.nii.gz,0.0642,0.0222,0.6846,0.5551
BraTS-GLI-01358-000_AUCseg_t2.nii.gz,0.0691,0.3607,0.6846,0.5533
BraTS-GLI-00687-000_AUCseg_cc.nii.gz,0.2724,0.0759,0.4613,0.3332
BraTS-GLI-00687-000_AUCseg_t2.nii.gz,0.2006,0.074,0.4613,0.3331
BraTS-GLI-00022-000_AUCseg_cc.nii.gz,0.6099,0.0149,0.6453,0.8272
BraTS-GLI-00022-000_AUCseg_t2.nii.gz,0.6652,0.7915,0.6453,0.8267
BraTS-GLI-00772-000_AUCseg_cc.nii.gz,0.0033,0.9599,0.3465,0.0581
BraTS-GLI-00772-000_AUCseg_t2.nii.gz,0.0036,0.207,0.3465,0.0581
BraTS-GLI-00290-000_AUCseg_cc.nii.gz,0.8139,0.7612,0.6789,0.8224
BraTS-GLI-00290-000_AUCseg_t2.nii.gz,0.3853,0.1223,0.6789,0.8224
BraTS-GLI-01478-000_AUCseg_cc.nii.gz,0.3308,0.0236,0.0194,0.835
BraTS-GLI-01478-000_AUCseg_t2.nii.gz,0.2603,0.7523,0.0194,0.8352
BraTS-GLI-01350-000_AUCseg_cc.nii.gz,0,0,0,0
BraTS-GLI-01350-000_AUCseg_t2.nii.gz,0,0,0,0
BraTS-GLI-00140-000_AUCseg_cc.nii.gz,0.021,0,0.0071,0.0648
BraTS-GLI-00140-000_AUCseg_t2.nii.gz,0.012,0,0.0071,0.0651
BraTS-GLI-01452-000_AUCseg_cc.nii.gz,0.1998,0,0.0085,0.1259
BraTS-GLI-01452-000_AUCseg_t2.nii.gz,0.0098,0.0012,0.0085,0.1264
BraTS-GLI-00131-000_AUCseg_cc.nii.gz,0.8989,0.7042,0.8243,0.9179
BraTS-GLI-00131-000_AUCseg_t2.nii.gz,0.3349,0.1206,0.8243,0.9071
BraTS-GLI-01100-000_AUCseg_cc.nii.gz,0.8068,0.8261,0.8761,0.877
BraTS-GLI-01100-000_AUCseg_t2.nii.gz,0.6288,0.3129,0.8761,0.877
BraTS-GLI-01164-000_AUCseg_cc.nii.gz,0.6141,0.0179,0.8905,0.9508
BraTS-GLI-01164-000_AUCseg_t2.nii.gz,0.7343,0.809,0.8905,0.9505
BraTS-GLI-00074-000_AUCseg_cc.nii.gz,0.8844,0.7725,0.7359,0.9338
BraTS-GLI-00074-000_AUCseg_t2.nii.gz,0.5336,0.0962,0.7359,0.9336
BraTS-GLI-00162-000_AUCseg_cc.nii.gz,0.8406,0.7024,0.5613,0.8261
BraTS-GLI-00162-000_AUCseg_t2.nii.gz,0.8445,0.0839,0.5613,0.8262
BraTS-GLI-01405-000_AUCseg_cc.nii.gz,0.2143,0,0.0181,0.2177
BraTS-GLI-01405-000_AUCseg_t2.nii.gz,0.2468,0,0.0181,0.2177
BraTS-GLI-00470-000_AUCseg_cc.nii.gz,0.2403,0.0182,0.5385,0.3492
BraTS-GLI-00470-000_AUCseg_t2.nii.gz,0.2508,0.1023,0.5385,0.3492
BraTS-GLI-01372-000_AUCseg_cc.nii.gz,0.6846,0.0876,0.3695,0.7024
BraTS-GLI-01372-000_AUCseg_t2.nii.gz,0.7082,0.669,0.3695,0.7024
BraTS-GLI-00999-000_AUCseg_cc.nii.gz,0.4437,0.0351,0.1744,0.6251
BraTS-GLI-00999-000_AUCseg_t2.nii.gz,0.4095,0.621,0.1744,0.6254
BraTS-GLI-00340-000_AUCseg_cc.nii.gz,0.2674,0,0.8093,0.4507
BraTS-GLI-00340-000_AUCseg_t2.nii.gz,0.3297,0.0019,0.8093,0.4507
BraTS-GLI-01134-000_AUCseg_cc.nii.gz,0.0057,0.0049,0.5777,0.6054
BraTS-GLI-01134-000_AUCseg_t2.nii.gz,0.0086,0.6771,0.5777,0.6051
BraTS-GLI-01161-000_AUCseg_cc.nii.gz,0.0837,0.0052,0.4318,0.2614
BraTS-GLI-01161-000_AUCseg_t2.nii.gz,0.0832,0.7526,0.4318,0.2614
BraTS-GLI-00650-000_AUCseg_cc.nii.gz,0.5269,0.6455,0.6953,0.5704
BraTS-GLI-00650-000_AUCseg_t2.nii.gz,0.138,0.0143,0.6953,0.5704
BraTS-GLI-00445-000_AUCseg_cc.nii.gz,0.8094,0.8185,0.8791,0.8762
BraTS-GLI-00445-000_AUCseg_t2.nii.gz,0.6983,0.3401,0.8791,0.8761
BraTS-GLI-01353-000_AUCseg_cc.nii.gz,0.8072,0.9218,0.8591,0.8783
BraTS-GLI-01353-000_AUCseg_t2.nii.gz,0.8159,0.6011,0.8591,0.8784
BraTS-GLI-01196-000_AUCseg_cc.nii.gz,0.6354,0.2994,0.5111,0.7102
BraTS-GLI-01196-000_AUCseg_t2.nii.gz,0.6294,0.1253,0.5111,0.7059
BraTS-GLI-00347-000_AUCseg_cc.nii.gz,0.8258,0.9112,0.8285,0.905
BraTS-GLI-00347-000_AUCseg_t2.nii.gz,0.5535,0.5096,0.8285,0.9048
BraTS-GLI-01162-000_AUCseg_cc.nii.gz,0.7873,0.375,0.8406,0.8377
BraTS-GLI-01162-000_AUCseg_t2.nii.gz,0.4477,0.066,0.8406,0.8365
BraTS-GLI-00176-000_AUCseg_cc.nii.gz,0.6838,0.0294,0.8253,0.9187
BraTS-GLI-00176-000_AUCseg_t2.nii.gz,0.7719,0.7502,0.8253,0.9187
BraTS-GLI-01153-000_AUCseg_cc.nii.gz,0.5796,0.0243,0.7313,0.8314
BraTS-GLI-01153-000_AUCseg_t2.nii.gz,0.3286,0.4061,0.7313,0.8313
BraTS-GLI-00485-001_AUCseg_cc.nii.gz,0.7666,0,0.4036,0.8309
BraTS-GLI-00485-001_AUCseg_t2.nii.gz,0.4756,0,0.4036,0.8309
BraTS-GLI-01171-000_AUCseg_cc.nii.gz,0.0995,0.0194,0.7428,0.5511
BraTS-GLI-01171-000_AUCseg_t2.nii.gz,0.1105,0.2659,0.7428,0.5507
BraTS-GLI-00690-000_AUCseg_cc.nii.gz,0,0,0,0
BraTS-GLI-00690-000_AUCseg_t2.nii.gz,0,0,0,0
BraTS-GLI-01290-000_AUCseg_cc.nii.gz,0.2999,0.5437,0.1227,0.4151
BraTS-GLI-01290-000_AUCseg_t2.nii.gz,0.0561,0.0281,0.1227,0.4025
BraTS-GLI-00735-000_AUCseg_cc.nii.gz,0,0,0,0
BraTS-GLI-00735-000_AUCseg_t2.nii.gz,0,0,0,0
BraTS-GLI-00095-001_AUCseg_cc.nii.gz,0.8516,0,0.6747,0.7725
BraTS-GLI-00095-001_AUCseg_t2.nii.gz,0.4718,0.0566,0.6747,0.7725
BraTS-GLI-01262-000_AUCseg_cc.nii.gz,0.7063,0.016,0.7216,0.8175
BraTS-GLI-01262-000_AUCseg_t2.nii.gz,0.716,0.5622,0.7216,0.8175
BraTS-GLI-00024-001_AUCseg_cc.nii.gz,0.7501,0,0.1203,0.7469
BraTS-GLI-00024-001_AUCseg_t2.nii.gz,0.5834,0.0007,0.1203,0.7471
BraTS-GLI-00556-000_AUCseg_cc.nii.gz,0.4451,0.0262,0.4652,0.5512
BraTS-GLI-00556-000_AUCseg_t2.nii.gz,0.12,0.1527,0.4652,0.5513
BraTS-GLI-01183-000_AUCseg_cc.nii.gz,0.4226,0,0.1269,0.3966
BraTS-GLI-01183-000_AUCseg_t2.nii.gz,0.2164,0.0372,0.1269,0.3966
BraTS-GLI-00685-000_AUCseg_cc.nii.gz,0.1987,0.0023,0.3606,0.387
BraTS-GLI-00685-000_AUCseg_t2.nii.gz,0.2146,0.4667,0.3606,0.3869
BraTS-GLI-00133-000_AUCseg_cc.nii.gz,0.2216,0.0213,0.1004,0.2358
BraTS-GLI-00133-000_AUCseg_t2.nii.gz,0.1619,0.0901,0.1004,0.2354
BraTS-GLI-00577-000_AUCseg_cc.nii.gz,0.2903,0.0261,0.5602,0.4175
BraTS-GLI-00577-000_AUCseg_t2.nii.gz,0.2504,0.2935,0.5602,0.4166
BraTS-GLI-01018-000_AUCseg_cc.nii.gz,0.8727,0.9515,0.8186,0.9519
BraTS-GLI-01018-000_AUCseg_t2.nii.gz,0.8318,0.9105,0.8186,0.9519
BraTS-GLI-01502-000_AUCseg_cc.nii.gz,0.0669,0.0383,0,0.2094
BraTS-GLI-01502-000_AUCseg_t2.nii.gz,0.0679,0.487,0,0.2094
BraTS-GLI-01457-000_AUCseg_cc.nii.gz,0.7315,0.0049,0.4082,0.7575
BraTS-GLI-01457-000_AUCseg_t2.nii.gz,0.7036,0.342,0.4082,0.7574
BraTS-GLI-00792-000_AUCseg_cc.nii.gz,0.86,0,0.7328,0.8929
BraTS-GLI-00792-000_AUCseg_t2.nii.gz,0.4651,0.0896,0.7328,0.8929
BraTS-GLI-01258-000_AUCseg_cc.nii.gz,0.7963,0.1495,0.718,0.8914
BraTS-GLI-01258-000_AUCseg_t2.nii.gz,0.5025,0.2795,0.718,0.8914
BraTS-GLI-01075-000_AUCseg_cc.nii.gz,0.6636,0,0.456,0.6823
BraTS-GLI-01075-000_AUCseg_t2.nii.gz,0.6702,0,0.456,0.6829
BraTS-GLI-00602-001_AUCseg_cc.nii.gz,0.5914,0,0.8543,0.7809
BraTS-GLI-00602-001_AUCseg_t2.nii.gz,0.5313,0,0.8543,0.7809
BraTS-GLI-01238-000_AUCseg_cc.nii.gz,0.5663,0.5326,0.6368,0.6971
BraTS-GLI-01238-000_AUCseg_t2.nii.gz,0.5835,0.5086,0.6368,0.697
BraTS-GLI-01097-000_AUCseg_cc.nii.gz,0.7831,0.9336,0.8944,0.9085
BraTS-GLI-01097-000_AUCseg_t2.nii.gz,0.7977,0.8885,0.8944,0.9085
BraTS-GLI-01420-000_AUCseg_cc.nii.gz,0.0107,0,0.0081,0.0597
BraTS-GLI-01420-000_AUCseg_t2.nii.gz,0.0128,0.0022,0.0081,0.0608
BraTS-GLI-01090-000_AUCseg_cc.nii.gz,0.467,0.267,0.7567,0.6078
BraTS-GLI-01090-000_AUCseg_t2.nii.gz,0.5337,0.1312,0.7567,0.6078
BraTS-GLI-00022-001_AUCseg_cc.nii.gz,0.6901,0.001,0.3893,0.5882
BraTS-GLI-00022-001_AUCseg_t2.nii.gz,0.5518,0.1183,0.3893,0.5861
BraTS-GLI-01451-000_AUCseg_cc.nii.gz,0.1998,0,0.5246,0.5446
BraTS-GLI-01451-000_AUCseg_t2.nii.gz,0.2158,0.2792,0.5246,0.5446
BraTS-GLI-00020-001_AUCseg_cc.nii.gz,0.6676,0,0.7252,0.8855
BraTS-GLI-00020-001_AUCseg_t2.nii.gz,0.7491,0.7177,0.7252,0.8855
BraTS-GLI-00219-000_AUCseg_cc.nii.gz,0.0499,0.9121,0.6905,0.1779
BraTS-GLI-00219-000_AUCseg_t2.nii.gz,0.0608,0.0586,0.6905,0.1779
BraTS-GLI-01150-000_AUCseg_cc.nii.gz,0.0286,0.0065,0.0652,0.6052
BraTS-GLI-01150-000_AUCseg_t2.nii.gz,0.022,0.3847,0.0652,0.6057
BraTS-GLI-01190-000_AUCseg_cc.nii.gz,0.3148,0.2519,0.5826,0.433
BraTS-GLI-01190-000_AUCseg_t2.nii.gz,0.2812,0.2308,0.5826,0.4329
BraTS-GLI-00096-001_AUCseg_cc.nii.gz,0.9234,0.9378,0.8947,0.9451
BraTS-GLI-00096-001_AUCseg_t2.nii.gz,0.4439,0.174,0.8947,0.9451
BraTS-GLI-00113-000_AUCseg_cc.nii.gz,0.6152,0.0222,0.3049,0.7596
BraTS-GLI-00113-000_AUCseg_t2.nii.gz,0.5122,0.0662,0.3049,0.7596
BraTS-GLI-00459-000_AUCseg_cc.nii.gz,0.8617,0,0.4885,0.9296
BraTS-GLI-00459-000_AUCseg_t2.nii.gz,0.495,0.0005,0.4885,0.9296
BraTS-GLI-00166-000_AUCseg_cc.nii.gz,0.7751,0.9034,0.7883,0.8618
BraTS-GLI-00166-000_AUCseg_t2.nii.gz,0.4851,0.3002,0.7883,0.8618
BraTS-GLI-01280-000_AUCseg_cc.nii.gz,0.8063,0.8793,0.9085,0.8739
BraTS-GLI-01280-000_AUCseg_t2.nii.gz,0.344,0.3177,0.9085,0.8739
BraTS-GLI-00373-000_AUCseg_cc.nii.gz,0.7546,0.0308,0.9173,0.861
BraTS-GLI-00373-000_AUCseg_t2.nii.gz,0.634,0.0436,0.9173,0.861
BraTS-GLI-01347-000_AUCseg_cc.nii.gz,0.02,0,0.0006,0.54
BraTS-GLI-01347-000_AUCseg_t2.nii.gz,0.0205,0,0.0006,0.5405
BraTS-GLI-00481-000_AUCseg_cc.nii.gz,0.8842,0.5844,0.8164,0.9147
BraTS-GLI-00481-000_AUCseg_t2.nii.gz,0.5402,0.0819,0.8164,0.9136
BraTS-GLI-00727-001_AUCseg_cc.nii.gz,0.8623,0.0009,0.5571,0.8489
BraTS-GLI-00727-001_AUCseg_t2.nii.gz,0.7237,0.1445,0.5571,0.8489
BraTS-GLI-00104-000_AUCseg_cc.nii.gz,0.7307,0.1334,0.8901,0.8869
BraTS-GLI-00104-000_AUCseg_t2.nii.gz,0.4745,0.2829,0.8901,0.8869
BraTS-GLI-01236-000_AUCseg_cc.nii.gz,0.7087,0.012,0.722,0.9128
BraTS-GLI-01236-000_AUCseg_t2.nii.gz,0.3608,0.3735,0.722,0.9124
BraTS-GLI-00191-000_AUCseg_cc.nii.gz,0.8937,0.9133,0.8949,0.9181
BraTS-GLI-00191-000_AUCseg_t2.nii.gz,0.4924,0.1568,0.8949,0.9181
BraTS-GLI-00816-000_AUCseg_cc.nii.gz,0.8472,0.0009,0.8013,0.9549
BraTS-GLI-00816-000_AUCseg_t2.nii.gz,0.5841,0.1779,0.8013,0.9549
BraTS-GLI-01348-000_AUCseg_cc.nii.gz,0.347,0.8495,0.8448,0.7186
BraTS-GLI-01348-000_AUCseg_t2.nii.gz,0.3084,0.3417,0.8448,0.713
BraTS-GLI-00561-000_AUCseg_cc.nii.gz,0.839,0.0421,0.7655,0.8839
BraTS-GLI-00561-000_AUCseg_t2.nii.gz,0.7603,0.2771,0.7655,0.8835
BraTS-GLI-00753-000_AUCseg_cc.nii.gz,0.0005,0,0.0192,0.0055
