,TC,ED,ET,WT,brats_name
BraTS2021_01049,0.0,0.45678003924111393,0.3887384176764077,0.6445645872375996,BraTS2021_01049
BraTS2021_01518,0.06192552991933971,0.10850821107367416,0.011523027647903398,0.9259920354888433,BraTS2021_01518
BraTS2021_01211,0.3158663501917108,0.8170808839943449,0.6802665578675371,0.8545205372175888,BraTS2021_01211
BraTS2021_00466,0.843382852704146,0.6362103264766175,0.8466302905176227,0.7211056665966131,BraTS2021_00466
BraTS2021_01140,0.12106583669450885,0.14248556416792385,0.5099829398063396,0.8480398583977973,BraTS2021_01140
BraTS2021_01212,0.34136212624584716,0.14482823529411765,0.3478541844138296,0.6147373456253261,BraTS2021_01212
BraTS2021_01650,0.0,0.20002959939554918,0.03799659437931859,0.5676415958790461,BraTS2021_01650
BraTS2021_01467,0.5278558279236508,0.7005117943270296,0.8664211550296798,0.8639840687144218,BraTS2021_01467
BraTS2021_01042,0.8679323153115972,0.7300500802444071,0.5074901415251607,0.8751364664198988,BraTS2021_01042
BraTS2021_00006,0.9671415441176471,0.8401678143279953,0.8127999292332869,0.9143324802694027,BraTS2021_00006
BraTS2021_01180,0.0,0.39125512591511735,0.003578884580972264,0.3409793504008137,BraTS2021_01180
BraTS2021_01639,0.5686234641415169,0.3643936097470007,0.6959638439061689,0.9252413118989021,BraTS2021_01639
BraTS2021_01611,0.0,0.22388920946335833,0.4193591366331357,0.802772581604095,BraTS2021_01611
BraTS2021_00759,0.6961953727506427,0.4391247120763409,0.7317058935111552,0.8583137138311464,BraTS2021_00759
BraTS2021_00028,0.0,0.0,0.0,0.0,BraTS2021_00028
BraTS2021_01255,0.0,0.06815854907123008,0.14091273018414732,0.2890102497130872,BraTS2021_01255
BraTS2021_01150,0.0,0.28821629125988946,0.14307272775409705,0.7077698067348779,BraTS2021_01150
BraTS2021_01463,0.45210576314122863,0.7386678908604619,0.8350420161068683,0.9186876881827727,BraTS2021_01463
BraTS2021_00024,0.7055837563451777,0.7232975703277661,0.7736049225546361,0.7346442087686619,BraTS2021_00024
BraTS2021_00746,0.0,0.0,0.0,0.0,BraTS2021_00746
BraTS2021_00611,0.02387056847316771,0.0662879008831387,0.4469632713907523,0.461823665722588,BraTS2021_00611
BraTS2021_00170,0.0,0.5484534482089495,0.03770305501704659,0.670152662579637,BraTS2021_00170
BraTS2021_01296,0.0,0.5884707019492467,0.07938327925642213,0.5895076933652601,BraTS2021_01296
BraTS2021_01018,0.8550064813936578,0.44197463669515047,0.5374745092773643,0.9453048664887489,BraTS2021_01018
BraTS2021_01607,0.0,0.22157351707184475,0.1705144901798282,0.6327658527510907,BraTS2021_01607
BraTS2021_00258,0.0,0.1462443004559635,0.13620283018867924,0.4637160842723204,BraTS2021_00258
BraTS2021_00282,0.8517274472168906,0.8455179774262729,0.9017348524080787,0.8792533736915121,BraTS2021_00282
BraTS2021_01597,0.13869094747954605,0.13854932301740813,0.35638182356618736,0.8317147916350907,BraTS2021_01597
BraTS2021_01052,0.011598405219282348,0.28956879429545135,0.41725676642122544,0.941684903175406,BraTS2021_01052
